TrainMAE,TestMAE,Gamma,LearningRate,MaxDepth,RegAlpha
11.633201505358162,19.872307573046005,0,0.0005,16,0.05
11.636073472998746,19.862277036621457,0,0.0005,16,0.1
11.645332599037202,19.893462430863153,0,0.0005,16,0.5
10.727167412811022,19.96770550807317,0,0.0005,18,1e-05
10.706415650972433,19.954058976400468,0,0.0005,18,5e-05
10.70945402738549,19.954982093402318,0,0.0005,18,0.0001
10.709383194629577,19.9500417865458,0,0.0005,18,0.0005
10.706739273858497,19.95564995209376,0,0.0005,18,0.001
10.708671183741556,19.964754541714985,0,0.0005,18,0.005
10.705087921972906,19.96880745178177,0,0.0005,18,0.01
10.712222032617193,19.975618160906293,0,0.0005,18,0.05
10.666892489298911,20.013372123241425,0,0.0005,18,0.1
10.7216661438957,20.01843869260379,0,0.0005,18,0.5
10.647199195266147,20.114362438519795,0,0.0005,20,1e-05
10.647226171538657,20.112287759780884,0,0.0005,20,5e-05
10.643170460541542,20.116179755755834,0,0.0005,20,0.0001
10.642464331021193,20.108499998138065,0,0.0005,20,0.0005
10.645405034788274,20.108796497186024,0,0.0005,20,0.001
10.650632626501418,20.10987083400999,0,0.0005,20,0.005
10.651273949665226,20.11177933216095,0,0.0005,20,0.01
10.644388158740055,20.082497505914596,0,0.0005,20,0.05
10.6608402404374,20.111509121599653,0,0.0005,20,0.1
10.731388776272253,20.294042451041086,0,0.0005,20,0.5
29.171037459348405,27.540795621417818,0,0.001,2,1e-05
29.171037667933323,27.540795644124348,0,0.001,2,5e-05
29.171037968776954,27.540795893896195,0,0.001,2,0.0001
29.17103937271391,27.54079736982073,0,0.001,2,0.0005
29.173406065450482,27.543991701943533,0,0.001,2,0.001
29.173625536897582,27.544990289778937,0,0.001,2,0.005
29.173432327094012,27.544344084603445,0,0.001,2,0.01
29.175363283929514,27.55318566731044,0,0.001,2,0.05
29.17530226080701,27.552802403767902,0,0.001,2,0.1
29.175983709742468,27.54992153531029,0,0.001,2,0.5
22.134370803833008,23.776262805575417,0,0.001,4,1e-05
22.124658869393365,23.796754825682868,0,0.001,4,5e-05
22.1239225004499,23.797475451514835,0,0.001,4,0.0001
22.12894934685323,23.788519337063743,0,0.001,4,0.0005
22.12239080723904,23.776543537775677,0,0.001,4,0.001
22.132702537640913,23.758084319886706,0,0.001,4,0.005
22.12372882734714,23.809170677548362,0,0.001,4,0.01
22.138200242436646,23.775155601047334,0,0.001,4,0.05
22.12403342350299,23.771127496446883,0,0.001,4,0.1
22.157929234950952,23.860887663705007,0,0.001,4,0.5
17.508456616246235,20.77673023655301,0,0.001,6,1e-05
17.49943839613697,20.766712955066136,0,0.001,6,5e-05
17.490987941168335,20.761088808377583,0,0.001,6,0.0001
17.50182824581078,20.761057064646767,0,0.001,6,0.0005
17.49504765351112,20.738811243148078,0,0.001,6,0.001
17.514526427356227,20.776922980944317,0,0.001,6,0.005
17.50222271398791,20.802060013725644,0,0.001,6,0.01
17.512941989236825,20.803443250201997,0,0.001,6,0.05
17.502820974644802,20.761206700688316,0,0.001,6,0.1
17.523721302846756,20.77618984381358,0,0.001,6,0.5
13.656986437134687,19.166875668934413,0,0.001,8,1e-05
13.668223248671282,19.20522235688709,0,0.001,8,5e-05
13.704577660585679,19.164605901354836,0,0.001,8,0.0001
13.720997857495938,19.222340271586464,0,0.001,8,0.0005
13.72864994867367,19.185116858709428,0,0.001,8,0.001
13.705893985856594,19.18583751860119,0,0.001,8,0.005
13.726275944434004,19.171982242947532,0,0.001,8,0.01
13.743245276241524,19.21519579206194,0,0.001,8,0.05
13.709574988211743,19.138538071087428,0,0.001,8,0.1
13.769824356436102,19.14137353783562,0,0.001,8,0.5
10.776375732963393,18.029019293330965,0,0.001,10,1e-05
10.745971126135215,18.013252587545487,0,0.001,10,5e-05
10.803904095157339,18.00973173550197,0,0.001,10,0.0001
10.752268341938905,17.942040923095885,0,0.001,10,0.0005
10.732020970273345,17.96142490137191,0,0.001,10,0.001
10.767301143281216,17.971852177665347,0,0.001,10,0.005
10.838261961310193,17.888325276828947,0,0.001,10,0.01
10.77359007334985,17.97668982403619,0,0.001,10,0.05
10.751268379821136,17.986727013474418,0,0.001,10,0.1
10.797565539427234,17.954458554585774,0,0.001,10,0.5
8.906693563350995,17.36735797496069,0,0.001,12,1e-05
8.915633770694994,17.32400681858971,0,0.001,12,5e-05
8.894466850409122,17.321886108035134,0,0.001,12,0.0001
8.89643514695353,17.369099988823844,0,0.001,12,0.0005
8.897498765578405,17.340159981023696,0,0.001,12,0.001
8.917650790369974,17.324342020920344,0,0.001,12,0.005
8.9658215960995,17.335890349887666,0,0.001,12,0.01
9.022980700030562,17.301726349762507,0,0.001,12,0.05
8.900242131089813,17.24320132675625,0,0.001,12,0.1
8.906308412802582,17.36021814743678,0,0.001,12,0.5
7.0782300460727186,16.55506098554248,0,0.001,14,1e-05
7.118553101953773,16.573309220018842,0,0.001,14,5e-05
7.085630219817538,16.618221243222553,0,0.001,14,0.0001
7.095068351954191,16.559378084682283,0,0.001,14,0.0005
7.076873230758651,16.56561642317545,0,0.001,14,0.001
7.124229930552774,16.561452411469958,0,0.001,14,0.005
7.112110976791783,16.623501278105238,0,0.001,14,0.01
7.0536673392407145,16.539359620639257,0,0.001,14,0.05
7.103643291505478,16.511803204105014,0,0.001,14,0.1
7.247969255337078,16.667675265244075,0,0.001,14,0.5
5.295704515198428,16.34631708122435,0,0.001,16,1e-05
5.3676358314718735,16.337079377401444,0,0.001,16,5e-05
5.322759564366627,16.37884695757003,0,0.001,16,0.0001
